title,body,date,url,source,image,compound
"Growth and growing pains await buy now, pay later platforms ...",Affirm's Max Levchin said in the company's first quarter earnings call that the report doesn't change the company's own road map and that it is cooperative...,2022-12-30,https://www.modernretail.co/technology/growth-and-growing-pains-await-buy-now-pay-later-platforms-in-2023/,Modern Retail,https://audiospace-1-u9912847.deta.app/getnewspic?id=PZc5QFpjlAvp1hI3UFT11701422089.591986,-0.056372142400000005
"Analysis | This Holiday Season Buy Now, Pay (and Worry) Later","The main players — Affirm Holdings Inc., Afterpay, Klarna Inc., and PayPal Holdings Inc. — have struggled this year as consumers pull back on discretionary...",2022-12-01,https://www.washingtonpost.com/business/this-holiday-season-buy-now-pay-and-worry-later/2022/12/01/cbe1384e-71a2-11ed-867c-8ec695e4afcd_story.html,The Washington Post,https://audiospace-1-u9912847.deta.app/getnewspic?id=voDurQ9HRxtj1kVEJBhF1701422089.3405957,-0.137621757
"Elon Musk likes to text about sci-fi books, says The company CEO","... Affirm CEO, holds drink outside Sun Valley conference. Max Levchin, the 47-year old CEO of payments company Affirm. Kevin Dietsch/Getty Images. Elon Musk...",2022-12-05,https://www.businessinsider.com/elon-musk-sci-fi-fan-reads-books-texts-affirm-ceo-2022-12,Business Insider,https://audiospace-1-u9912847.deta.app/getnewspic?id=HkxMm1HBpVXyQaqH3Aun1701422089.3903437,0.36339673600000005
Stores That Accept The company: Pay Off a Large Online Purchase ...,This includes products like a kayak from the Austin Kayak Company or an exercise bike from Peloton. Austin Kayak Company · Aventuron · Byte · Peloton. Home and...,2023-04-10,https://www.businessinsider.com/personal-finance/affirm-stores,Business Insider,https://audiospace-1-u9912847.deta.app/getnewspic?id=Iiq5yCvVreioD4lEybYT1701422089.451716,0.19329543420000003
"Walmart-backed fintech startup plans to launch its own buy now, pay later loans","Walmart already offers a buy now, pay later option to customers through Affirm. ... Company Logo. Residents of California, Connecticut, Colorado, Utah or Virginia...",2022-12-09,https://www.cnbc.com/2022/12/09/walmart-fintech-startup-one-to-launch-buy-now-pay-later-loans.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=o6fuuCPeH4lEd9yeCjI81701422089.5532432,0.10025308
Alumni Success Celebrated at Inaugural Math Event ...,"Kumar is the vice president of engineering at the financial company Affirm, where he leads a group of about 150 software engineers and machine learning...",2023-02-07,https://news.ucmerced.edu/news/2023/alumni-success-celebrated-inaugural-math-event,UC Merced News,https://audiospace-1-u9912847.deta.app/getnewspic?id=01nIAxtJdJRY7SAfk8Uv1701422089.6558907,0.8665511205
"Fintech stocks Toast, The company close down on analyst concerns about 'longer-term growth trajectories'","The Toast, Inc. IPO at the New York Stock Exchange, on September 22, 2021. Source: NYSE. Shares of Toast",2022-04-05,https://www.cnbc.com/2022/04/05/fintech-stocks-toast-affirm-dive-poor-analyst-ratings.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=TnU5BS91RcZfTIWRb1yo1701422089.893224,-0.08292195299999999
"Walmart to launch fintech company with Robinhood, The company backer","Referenced Symbols ... Walmart Inc. said late Monday it will start its own financial technology company, aimed at customers and employees, with the help of...",2021-01-11,https://www.marketwatch.com/story/walmart-to-launch-fintech-company-with-robinhood-affirm-backer-11610402042,MarketWatch,https://audiospace-1-u9912847.deta.app/getnewspic?id=KqR3rPcIo6oj0Shf6bZV1701422089.9496312,0.467771937
PayPal co-founder and The company CEO Max Levchin on ...,"Ukrainian-born, PayPal co-founder Max Levchin is now the CEO of fintech company Affirm. Levchin joins Washington Post senior writer Frances Stead Sellers...",2022-08-16,https://www.washingtonpost.com/washington-post-live/2022/08/16/paypal-co-founder-affirm-ceo-max-levchin-immigration-american-dream/,Washington Post,https://audiospace-1-u9912847.deta.app/getnewspic?id=zJfbxfGHjYomrO8vc7Mq1701422090.0296125,0.152059727
"'The company is clear bright spot' in the buy now, pay later space: BofA","In other words, Affirm was the only company to increase its share of monthly active users relative to the first half of the year, according to BofA. And...",2021-10-13,https://finance.yahoo.com/news/affirm-buy-now-pay-later-space-214754238.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=CY51XNhhIvhPC550341h1701422090.0879164,0.5612870449999999
The company is ‘bringing consumers their spending power back’ amid economic ‘turbulence’: CEO,"Affirm co-founder and CEO Max Levchin believes the U.S. consumer is still 'quite healthy,' and the company's outlook is 'relatively strong.' With plans to...",2022-10-04,https://www.foxbusiness.com/retail/affirm-bringing-consumers-spending-power-back-economic-turbulence-ceo,Fox Business,https://audiospace-1-u9912847.deta.app/getnewspic?id=4KBUj4ukXmeoGo8Vsb681701422089.3114023,0.023194955999999996
The company Stock: In An Early Growth Stage (NASDAQ:AFRM),"Financial technology concept. Fintech. Online banking. Foreign exchange. metamorworks/iStock via Getty Images. Affirm Holdings, Inc. (NASDAQ:AFRM) is a fast...",2021-10-19,https://seekingalpha.com/article/4460536-affirm-in-an-early-growth-stage,Seeking Alpha,https://audiospace-1-u9912847.deta.app/getnewspic?id=AfaU867eVEMPYp3Lrkri1701422089.3636122,0.06262197066666667
"The company reports better outlook, sidesteps Peloton question","The BNPL payments company provided a brighter sales and revenue forecast for the fiscal year, but it skirted a question about the impact of a gloomier outlook...",2021-11-11,https://www.paymentsdive.com/news/affirm-reports-better-outlook-sidesteps-peloton-question/609704/,Payments Dive,https://audiospace-1-u9912847.deta.app/getnewspic?id=awv76KavVmCycwQLbsLJ1701422089.4228687,0.3920903513333333
The company’s CTO talks transparency and the tech that makes BNPL ...,"TechCrunch sat down with Libor Michalek, president of technology at Affirm, to understand just how the company differentiates itself from its plethora of...",2022-04-30,https://techcrunch.com/2022/04/30/affirms-cto-talks-transparency-and-the-tech-that-makes-bnpl-possible/,TechCrunch,https://audiospace-1-u9912847.deta.app/getnewspic?id=vdRnJjgSaMuORwGMGNod1701422089.5758247,0.192192596
"Trouble Brewing for Buy Now, Pay Later Providers","Affirm is the largest provider in the U.S. market with a 40% share. It also operates in Canada and Australia. On January 9, 2023, a class action lawsuit was...",2023-01-17,https://www.practicalecommerce.com/trouble-brewing-for-buy-now-pay-later-providers,Practical Ecommerce,https://audiospace-1-u9912847.deta.app/getnewspic?id=6jlqEQnLgPHHGx8fVhis1701422089.8252206,-0.341669559
This startup wants to change how we borrow money,Almost 40 percent of American households have some kind of credit card debt. A new startup called Affirm wants to provide an alternative. The company...,2017-10-02,https://www.marketplace.org/2017/10/02/startup-wants-change-how-we-borrow-money/,Marketplace.org,https://audiospace-1-u9912847.deta.app/getnewspic?id=eeKmPQyKvtJAQbU5zOH31701422089.9110994,0.1119187195
Buy Now Lay Later Firm The company Is Rebranding and Boosting Its ...,"Fintech company Affirm is rolling out a new design, imagery, and ad copy to set itself apart from competitors like Klarna and PayPal by portraying itself as...",2021-05-20,https://www.businessinsider.com/buy-now-lay-later-firm-affirm-rebranding-and-boosting-marketing-2021-5,Business Insider,https://audiospace-1-u9912847.deta.app/getnewspic?id=XyjR8IhgTWmwD5fUPTYK1701422089.9941325,0.15950521099999998
"Buy Now, Pay later: The issues are consumers having with the payment plan","Consumer Reports looks at issues consumers are having with Affirm, the company offering payment plans on many websites. Author: Tanya Rivera, CONSUMER REPORTS.",2023-01-03,https://www.wfmynews2.com/article/news/local/2-wants-to-know/did-you-use-buy-now-pay-later-what-happens-if-you-want-to-return-it-consumer-reports-affirm-survey-returns-refunds-online-shopping/83-dc227da6-d0eb-40a1-a3bc-08377d9bb100,WFMY News 2,https://audiospace-1-u9912847.deta.app/getnewspic?id=kjy4Fy6fu6h0n0461Vru1701422090.0357187,-0.14318940633333332
Hologic Announces FDA Clearance and Commercial ...,"The Affirm™ prone biopsy system expands Hologic's breast biopsy portfolio, complementing the Company's Genius™ 3D MAMMOGRAPHY™ exam and Affirm™ upright biopsy...",2016-04-21,https://www.prnewswire.com/news-releases/hologic-announces-fda-clearance-and-commercial-availability-of-the-affirm-prone-biopsy-system-the-first-2d3d-imaging-guided-dedicated-prone-biopsy-system-300255079.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=AqOUAKHGVsykp98NPreb1701422090.111929,0.0
"The company Holdings, Inc. Announces Pricing of Upsized Private ...","Affirm Holdings, Inc. Announces Pricing of Upsized Private Offering of $1.5 Billion of 0% Convertible Senior Notes Due 2026. November 19...",2021-11-19,https://www.businesswire.com/news/home/20211119005381/en/Affirm-Holdings-Inc.-Announces-Pricing-of-Upsized-Private-Offering-of-1.5-Billion-of-0-Convertible-Senior-Notes-Due-2026,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=3GIIp8BREOmwyBrtmTjX1701422092.1142097,0.0
Max Levchin's War on Credit Cards,"The PayPal cofounder on why his 'buy now, pay later' company Affirm is a healthier way to borrow, what caused the techlash, and Elon Musk's Twitter.",2022-12-01,https://www.wired.com/story/max-levchins-war-on-credit-cards-bnpl/,WIRED,https://audiospace-1-u9912847.deta.app/getnewspic?id=w6cMaQTIVFLrfYuOEU5a1701422092.156016,-0.115177991
"Shopify just made a $2 billion windfall on The company IPO, six months after their partnership","Shopify founder and Chief Executive Officer Tobi Lutke smiles after the company's IPO at the New York Stock Exchange May 21, 2015. Lucas Jackson | Reuters.",2021-01-13,https://www.cnbc.com/2021/01/13/shopify-makes-2-billion-on-affirm-ipo-six-months-after-partnership.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=GMoslLpYDbcMmcjYrKPO1701422092.2036426,0.3759121566666667
Podcast 419: Max Levchin of The company,"He was a co-founder and CTO of the original fintech, PayPal, and now he leads Affirm, the company that is reinventing how we pay for things at the point of sale...",2023-03-14,https://www.fintechnexus.com/podcast-419-max-levchin-of-affirm/,Fintech Nexus,https://audiospace-1-u9912847.deta.app/getnewspic?id=JzU7HMtTiPkdOhaWAzQe1701422092.2549276,0.152059727
Expedia and Eventbrite Offer The company to Let Customers Buy Now ...,"Expedia, Eventbrite choose Affirm to let customers buy now and pay over time. Post this. Expedia, Inc. - one of the world's leading travel companies with an...",2016-05-18,https://www.businesswire.com/news/home/20160518005095/en/Expedia-and-Eventbrite-Offer-Affirm-to-Let-Customers-Buy-Now-and-Pay-Over-Time,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=KeZdfxb0Q67sMFZ3j8Bq1701422092.4297066,0.010889096499999994
"'It Ruined Everything': Buy Now, Pay Later Drives Gen Z Into ...","In emailed statements, Afterpay — now owned by digital payments company Block Inc. — Klarna and Affirm all said they provide more consumer safeguards than...",2022-10-28,https://www.bloomberg.com/news/articles/2022-10-28/buy-now-pay-later-loans-drive-gen-z-into-debt-hurting-credit-scores,Bloomberg.com,https://audiospace-1-u9912847.deta.app/getnewspic?id=ac2Q3Mw9EBetQBiVT2Me1701422092.567904,-0.14021054933333332
AFRM LAWSUIT ALERT: Levi & Korsinsky Notifies The company ...,"2, 2023 /PRNewswire/ -- Levi & Korsinsky, LLP notifies investors in Affirm Holdings, Inc. (""Affirm"" or the ""Company"") (NASDAQ: AFRM) of a class action...",2023-02-02,https://www.prnewswire.com/news-releases/afrm-lawsuit-alert-levi--korsinsky-notifies-affirm-holdings-inc-investors-of-a-class-action-lawsuit-and-upcoming-deadline-301736828.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=WEkk0plsLm1rxFbShcSH1701422092.6132488,-0.1094548155
"The company to Webcast CFO Fireside Chat on June 12, 2023",The event will be webcast live on the Company's investor relations website at https://investors.affirm.com and management will address a selection of the top...,2023-06-06,https://financialpost.com/pmn/business-wire-news-releases-pmn/affirm-to-webcast-cfo-fireside-chat-on-june-12-2023,Financial Post,https://audiospace-1-u9912847.deta.app/getnewspic?id=j04RUDC22pz1likGo19a1701422092.658279,0.0
"10 of Jim Cramer's favorite growth stocks, including Tesla and The company","Affirm is a leader in the increasingly popular buy now, pay later industry, Cramer said, highlighting the company's partnership with Amazon and its CEO, Max...",2021-12-06,https://www.cnbc.com/2021/12/06/10-of-jim-cramers-favorite-growth-stocks-including-tesla-and-affirm.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=zH8RRhz1UHGQoFQWqzOS1701422092.7029252,0.4434469525
"CE 100 Index Down 0.3%: Porch, The company Gains, Shopping ...","At the same time, it took longer to sell the vehicles themselves: The company said in its materials that the average eCommerce days to sale surged more than 206...",2023-05-15,https://www.pymnts.com/connectedeconomy/2023/ce-100-index-down-0-3-as-shopping-losses-temper-porch-affirm-gains/,PYMNTS.com,https://audiospace-1-u9912847.deta.app/getnewspic?id=M3UeR8NprTFcaeCvuHcI1701422092.259925,0.281252394
"Apple Is Delving Into ‘Buy Now Pay Later,’ or BNPL. How to Play It.","Yet high-growth, unprofitable stocks like Affirm aren't in vogue now. Wall Street expects the ... Copyright © 2023 Dow Jones & Company, Inc. All Rights Reserved.",2022-06-12,https://www.barrons.com/articles/apple-paypal-visa-stocks-buy-now-pay-later-51654877348,Barron's,https://audiospace-1-u9912847.deta.app/getnewspic?id=ddgglnHrtYyznNEkWzqr1701422092.3189917,0.132511488
Former Commissioner of the California Department of ...,"... Affirm Inc., where he oversaw and managed the fintech company's legal and regulatory compliance efforts. Previously, he was an enforcement attorney at the...",2021-07-06,https://www.businesswire.com/news/home/20210706005771/en/Former-Commissioner-of-the-California-Department-of-Financial-Protection-and-Innovation-and-Fintech-Executive-Manuel-P.-Alvarez-to-Join-Binance.US-as-Chief-Administrative-Officer,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=WYSYeCIMSRWsiIptA2LP1701422092.6452982,-0.071533022
3 Dangerous Stocks to Avoid at All Costs,"Affirm (NASDAQ:AFRM) is a fintech company seeking to disrupt the payments industry. Its mission is to bring “buy now, pay later” technology to consumers. Buy...",2023-04-01,https://investorplace.com/2023/04/3-dangerous-stocks-to-avoid-at-all-costs/,InvestorPlace,https://audiospace-1-u9912847.deta.app/getnewspic?id=OeapBzzcwuAkgMRGFJ1H1701422092.7710576,-0.3674650343333334
"As 'buy now, pay later' plans grow, so do delinquencies","Affirm, Klarna, Afterpay, which is owned by Block Inc., as well as PayPal and others are now widely embedded in Internet commerce. Further, the industry's...",2022-09-15,https://apnews.com/article/inflation-technology-economy-113f3fc36a6af9e6d9dc919aa22ca276,AP News,https://audiospace-1-u9912847.deta.app/getnewspic?id=M7utoD2qQzH90dBFDaY91701422092.826266,-0.36371064000000003
Revolutionary Sharrow Propellers Now Available with Financing Through The company Partnership,"... Affirm, the payment network that empowers consumers and helps merchants ... Sharrow Engineering is the parent company for Sharrow Marine, LLC, and Sharrow...",2023-06-01,https://finance.yahoo.com/news/revolutionary-sharrow-propellers-now-available-130000944.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=GQF9y3YSOZ6cOS7f0m9O1701422092.892676,0.3966852295
"The company Remains Attractive. Buy Now, Pay Later Firms 'Adjusting' to Rising Rates.","Affirm Remains Attractive. Buy Now, Pay Later Firms 'Adjusting' to Rising Rates. By Emily ... Copyright © 2023 Dow Jones & Company, Inc. All Rights Reserved.",2023-03-09,https://www.barrons.com/articles/affirm-rating-stock-price-buy-now-pay-later-interest-rates-8875f025,Barron's,https://audiospace-1-u9912847.deta.app/getnewspic?id=4uVktDhZ6eX1XuklFWcU1701422092.9349768,0.2716792175833333
The company moves deeper into banking with its new debit card,"By clicking 'Sign up', you agree to be contacted by Insider Inc. and receive emails from Insider Intelligence and eMarketer (e.g. FYIs, partner content...",2021-03-01,https://www.businessinsider.com/affirm-moves-deeper-into-banking-with-new-debit-card-2021-3,Business Insider,https://audiospace-1-u9912847.deta.app/getnewspic?id=Hxe3Uuz4pshbujqDIdbo1701422092.9933846,0.1314443615
"The company IPO Highlights Rapid Growth of 'Buy Now, Pay Later ...","The San Francisco-based company priced its IPO at $49 early on Wednesday, offering 24.6 million shares and raising proceeds of $1.2 billion in the process.",2021-01-13,https://news.crunchbase.com/public/affirm-ipo-highlights-rapid-growth-of-buy-now-pay-later-industry/,Crunchbase News,https://audiospace-1-u9912847.deta.app/getnewspic?id=t3pqdk6SM3yEOHszRQaq1701422093.0336595,0.30511175074999997
Sony Pictures' The company Films Reveals Trailer For Kendrick ...,About Sony Pictures Entertainment Inc. Sony Pictures Entertainment (SPE) is a subsidiary of Tokyo-based Sony Group Corporation. SPE's global operations...,2021-08-12,https://www.prnewswire.com/news-releases/sony-pictures-affirm-films-reveals-trailer-for-kendrick-brothers-show-me-the-father-documentary-301354703.html,PR Newswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=mzqAGaMTlVmVy5e4bZcU1701422092.6631312,0.0
"The company CEO on state of consumer, tightening access to credit ...","Affirm CEO on state of consumer, tightening access to credit and tech workers ... Chinese fast-fashion company SheIn files for U.S. IPO. watch now. VIDEO03:49.",2023-03-20,https://www.cnbc.com/video/2023/03/20/affirm-ceo-on-state-of-consumer-tightening-access-to-credit-and-tech-workers.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=sQlGpVqjsGykrwUqyqs71701422093.0274246,0.192192596
Fintech Stocks Face-Off: SOFI vs. UPST vs. AFRM,Affirm (AFRM). Smartphone with website of US financial technology company Affirm Holdings Inc (AFRM) on screen. Source: Wirestock Creators / Shutterstock.com.,2023-01-23,https://investorplace.com/2023/01/fintech-stocks-face-off-sofi-vs-upst-vs-afrm/,InvestorPlace,https://audiospace-1-u9912847.deta.app/getnewspic?id=VBhMviaxm0whYhCirueo1701422093.117784,0.0
Max Levchin on How AI Will—and Won't—Shape the Way You ...,"On this week's episode of Have a Nice Future, Gideon Lichfield and Lauren Goode talk to Max Levchin, the CEO of the buy now, pay later company Affirm, about the...",2023-04-19,https://www.wired.com/story/have-a-nice-future-podcast-2/,WIRED,https://audiospace-1-u9912847.deta.app/getnewspic?id=LjAsTt2rvti21OcpZTcJ1701422093.1973026,0.129301865
"The company HOLDINGS, INC. (NASDAQ: AFRM) SHAREHOLDER ...","(“Affirm” or the “Company”) (NASDAQ: AFRM) between February 12, 2021 and December 15, 2021, inclusive (the “Class Period”). The lawsuit was filed in the United...",2023-01-31,https://www.globenewswire.com/en/news-release/2023/01/31/2598058/0/en/AFFIRM-HOLDINGS-INC-NASDAQ-AFRM-SHAREHOLDER-CLASS-ACTION-ALERT-Bernstein-Liebhard-LLP-Reminds-Investors-of-the-Deadline-to-File-a-Lead-Plaintiff-Motion-in-a-Securities-Class-Action.html,GlobeNewswire,https://audiospace-1-u9912847.deta.app/getnewspic?id=PwND15bD04U3NxuWcwRb1701422093.2752357,0.0
What consumers need to know about The company's new debit card,Finance company Affirm announced Thursday that it will soon begin offering a debit card to consumers that will allow them to make installment payments on...,2021-02-27,https://www.cnbc.com/2021/02/27/what-to-know-about-affirms-new-debit-card.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=FsqC6a8X3afFwyc1ER8n1701422093.3478525,-0.048550635333333335
"Inside The company’s IPO filing: A look at its economics, profits and ...",Affirm is a company that TechCrunch has long tracked. I was assigned an ... But is Affirm another pandemic-fueled company going public on the back of a COVID...,2020-11-19,https://techcrunch.com/2020/11/19/inside-affirms-ipo-filing-a-look-at-its-economics-profits-and-revenue-concentration/,TechCrunch,https://audiospace-1-u9912847.deta.app/getnewspic?id=b4cxDsR6tmQHhzKQDVQz1701422093.4142034,0.289701948
Sony acquires Christian streaming service Pure Flix,"Following the transaction, the Pure Flix service will become a wholly owned subsidiary of Affirm Entertainment, which is the sister company of Affirm Films, the...",2020-11-12,https://www.latimes.com/entertainment-arts/business/story/2020-11-12/seeking-christian-viewers-sony-acquires-faith-based-streaming-service,Los Angeles Times,https://audiospace-1-u9912847.deta.app/getnewspic?id=DQbXn8dnY9AbYA8wzGO31701422093.4727836,0.25003774875
Why The company CEO Max Levchin has not sold a single share of ...,"Financial services is what I'm good at,"" Levchin explained. Affirm is now 10 years old. The company went public in early January 2021. Shares priced at $49,...",2022-03-22,https://finance.yahoo.com/news/why-affirms-founder-max-levchin-has-not-sold-a-single-share-of-his-stock-165919406.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=7ZZGJup5Ey8WuGcRTspf1701422093.5501192,-0.0804806164
Better Buy: SoFi or The company?,"The company offers checking and savings accounts, online-investing capabilities, credit cards, mortgages, personal loans, student loan refinancing, and personal...",2022-09-07,https://www.fool.com/investing/2022/09/07/better-buy-sofi-or-affirm/,The Motley Fool,https://audiospace-1-u9912847.deta.app/getnewspic?id=KRSAK8q9V6bHYEYE9bIP1701422092.3646047,0.906288393
Deputy Appoints Silvija Martincevic as CEO to Further ...,"Before Deputy, Martincevic served as Chief Commercial Officer at Affirm Inc., a fintech company based in San Francisco, where she grew the company's...",2023-02-07,https://www.newswire.com/news/deputy-appoints-silvija-martincevic-as-ceo-to-further-advance-global-21949795,Newswire.com,https://audiospace-1-u9912847.deta.app/getnewspic?id=shxZ44f2xOHvef0wd96w1701422092.4064715,0.117922934
Earnings Preview: The company Holdings (AFRM) Q3 Earnings ...,"This widely-known consensus outlook gives a good sense of the company's earnings picture, but how the actual results compare to these estimates is a powerful...",2023-05-02,https://finance.yahoo.com/news/earnings-preview-affirm-holdings-afrm-140102353.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=cQkjcPbvURUGLvAxWqh11701422092.4769673,0.0
"Financial Institutions Must Address 'Buy Now, Pay Later ...",... company Affirm now originates close to $1 billion in loans annually solely for upscale exercise equipment company Peloton. That one client relationship...,2021-08-23,https://thefinancialbrand.com/news/payments-trends/buy-now-pay-later/financial-institutions-must-address-buy-now-pay-later-trend-fintech-120524/,The Financial Brand,https://audiospace-1-u9912847.deta.app/getnewspic?id=0fYScD8PYlMB0SXUin0W1701422092.5229156,0.169234954
"Many young people prefer ‘buy now, pay later’ to credit cards—here’s why","From Klarna to Affirm to Afterpay, various “buy now, pay later” services are ... Company Logo. Residents of California, Connecticut, Colorado, Utah or...",2022-10-27,https://www.cnbc.com/2022/10/27/gen-z-and-millennials-prefer-buy-now-pay-later-services.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=WbPxMchIz6VWjEvq2br51701422092.6190395,0.24536786000000002
"The company Review 2023: Buy Now, Pay Later","Founded in 2012, Affirm is a financial technology company headquartered in San Francisco. Over the past decade, Affirm has built up trust within the...",2023-01-26,https://www.thepennyhoarder.com/debt/affirm-review/,The Penny Hoarder,https://audiospace-1-u9912847.deta.app/getnewspic?id=8e4F36jokmS4gixX8AQG1701422092.7599592,0.10908800699999999
The company's CFO lays out the future of BNPL as investors start ...,I sat down this week with Affirm CFO Michael Linford—a few days after the company reported earnings. He expressed a similar sentiment in terms of investor...,2022-09-01,https://fortune.com/2022/09/01/affirms-cfo-future-bnpl/,Fortune,https://audiospace-1-u9912847.deta.app/getnewspic?id=eWEa2VF3hNHH3WuhFKgy1701422092.7997065,-0.08011654525
Lender The company soars in public debut: Here's how the stock is ...,Shares of financial tech company Affirm (AFRM) soared 98% to close at $97.24 on its first day of trading. The stock opened on Wednesday at $90.90 a share...,2021-01-13,https://finance.yahoo.com/news/lender-affirm-goes-public-heres-how-the-stock-is-doing-173825491.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=XJRZQv9ousyV1g5rvr0m1701422092.8471358,-0.071533022
Top 15 The company Competitors and Alternatives,"Affirm is a publicly traded fintech firm based in San Francisco, California. The company was founded in 2012 by Max Levchinto offer buy now, pay later (BNPL)...",2022-07-05,https://bstrategyhub.com/affirm-competitors-and-alternatives/,Business Strategy Hub,https://audiospace-1-u9912847.deta.app/getnewspic?id=AffjieoTxViBV0BUTIzw1701422092.8962803,0.08814052399999997
"156 UN nations The company West Bank settlements, east J'lem not ...","156 UN nations affirm West Bank settlements, east J'lem not part of Israel. By TOVAH LAZAROFF Published: NOVEMBER 19, 2020 09:59 ... Inc. Designed by DANIEL CHEN.",2020-11-19,https://www.jpost.com/general-assembly/156-un-nations-affirm-west-bank-settlements-east-jlem-not-part-of-israel-649570,The Jerusalem Post,https://audiospace-1-u9912847.deta.app/getnewspic?id=s92BMie3SKts0PApvgVV1701422095.532982,-0.37573849049999997
Financial Technology (Fintech): Its Uses and Impact on Our ...,"For example, financial company Affirm seeks to cut credit card companies out of the online shopping process by offering a way for consumers to secure...",2017-03-25,https://www.investopedia.com/terms/f/fintech.asp,Investopedia,https://audiospace-1-u9912847.deta.app/getnewspic?id=7L85912uxUVzlbxp9Kll1701422095.581631,0.13424713
"Microsoft Payment & Financing Options for Surface, PCs & More",Company. Careers · About Microsoft · Company news · Privacy at Microsoft · Investors · Diversity and inclusion · Accessibility · Sustainability · English (...,2021-06-20,https://www.microsoft.com/en-us/store/b/payment-financing-options,Microsoft,https://audiospace-1-u9912847.deta.app/getnewspic?id=zpYjeKkPWs2oOOgHWIWc1701422095.8005688,0.0344518975
Dutch Senate calls to The company Jewish ties to Temple Mount,"Dutch Senate calls to affirm Jewish ties to Temple Mount. By LAHAV HARKOV Published: NOVEMBER 11, 2020 21:39 Dutch Ambassador to ... Inc. Designed by DANIEL CHEN.",2020-11-11,https://www.jpost.com/international/dutch-senate-reject-un-resolutions-denying-jewish-ties-to-temple-mount-648764,The Jerusalem Post,https://audiospace-1-u9912847.deta.app/getnewspic?id=HcdxaUfYlVtvFe0KwAZ61701422095.9639058,0.108169428
"EU, US The company Lebanon support, diverging from Saudi","EU, US affirm Lebanon support, diverging from Saudi. By REUTERS Published: NOVEMBER 8, 2017 17:15. share Twitter; share email; share ... Inc. Designed by DANIEL...",2017-11-08,https://www.jpost.com/breaking-news/eu-us-affirm-lebanon-support-diverging-from-saudi-513715,The Jerusalem Post,https://audiospace-1-u9912847.deta.app/getnewspic?id=ndnemTx70DyAV0UyXhyh1701422096.0084398,0.337051063
My Chase Plan | Pay Over Time | Chase,"(CIA), a licensed insurance agency, doing business as Chase Insurance Agency Services, Inc. in Florida. Certain custody and other services are provided by...",2020-11-11,https://www.chase.com/personal/credit-cards/mychaseplan-hub,Chase Bank,https://audiospace-1-u9912847.deta.app/getnewspic?id=TBscKlToH7PPQzsUl2eM1701422096.104133,0.194977514
Machine Learning in Finance: 10 Companies to Know,What it does: Affirm is a payment service enabling consumers to finance items and pay for them over time. Consumers agree to the amount upfront so they know...,2021-12-27,https://builtin.com/artificial-intelligence/machine-learning-finance-examples,Built In,https://audiospace-1-u9912847.deta.app/getnewspic?id=z8UcJLpfrAcN3185vj641701422096.1880746,0.178148758
Advertising Non-Discrimination Certification - Charlotte,"Gray Television, Inc. Advertising Non ... The parties to an agreement for the sale of advertising time on a station licensed to Gray Television affirm...",2021-06-14,https://www.wbtv.com/advertising/,WBTV,https://audiospace-1-u9912847.deta.app/getnewspic?id=umckVVt9g2dO5iQe0USi1701422096.2411854,0.0
August | 2019,"... affirm, with no explanation whatever, a District Court judgment resolving ... Inc. v. Iancu, 138 S. Ct. 1348 (2018). Thus, we determine that, if service of a...",2019-08-30,https://patentlyo.com/2019/08,Patently-O,https://audiospace-1-u9912847.deta.app/getnewspic?id=eZ5qkc1I71WMCBICu9nj1701422096.283178,0.0
Kosovo is a test of Israel's moral character,... affirm its commitment to justice and ethics in international relations ... Inc. Designed by DANIEL CHEN.,2020-08-15,https://www.jpost.com/opinion/kosovo-is-a-test-of-israels-moral-character-638784,The Jerusalem Post,https://audiospace-1-u9912847.deta.app/getnewspic?id=Bu0K9zm19csyeiuhEjag1701422101.2895992,0.410850165
"PHOTOS: Massive protest in Washington, D.C.","But when a joint session of Congress meets Wednesday, Jan. 6, to formally affirm ... Inc. Give Light and the People Will Find Their Own Way.",2021-01-06,https://www.ktnv.com/homepage-gallery/photos-unrest-in-washington-d-c,KTNV,https://audiospace-1-u9912847.deta.app/getnewspic?id=aaFVC3vvi4ORBRM8n0vD1701422101.414647,-0.569059516
